Date,Trap,Latitude,Longitude,WnvPresent,year_month,NumMosquitos,station,carrier,jul,jun,may,oct,sep,species_pipiens,species_pipiens/restuans,species_restuans,species_salinarius,species_tarsalis,species_territans,species_unspecified_culex,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,year_y,day,month,drizzle,smoke,storm,snow,mist,rain,h_fog,fog,haze,week_y,tavg_lag_1,tavg_lag_3,tavg_lag_7,preciptotal_lag_1,preciptotal_lag_3,preciptotal_lag_7,sunrise_clean,sunset_clean,DaylightHrs,DaylightHrs_lag_1,DaylightHrs_lag_3,DaylightHrs_lag_7,relhum,relhum_lag_1,relhum_lag_3,relhum_lag_7
2007-06-05,T218,41.948167,-87.730698,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T218,41.948167,-87.730698,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T142,41.953067,-87.776792,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T142,41.953067,-87.776792,0,"(2007, 6)",3,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T002,41.95469,-87.800991,0,"(2007, 6)",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T002,41.95469,-87.800991,0,"(2007, 6)",3,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T002,41.95469,-87.800991,0,"(2007, 6)",5,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T146,41.958271,-87.702575,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T146,41.958271,-87.702575,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T220,41.963976,-87.69181,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T025,41.979243,-87.750938,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T141,41.961743,-87.76007,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T141,41.961743,-87.76007,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T028,41.986921,-87.689778,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T143,41.999128999999996,-87.795585,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T143,41.999128999999996,-87.795585,0,"(2007, 6)",9,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T151,41.916265,-87.800515,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T151,41.916265,-87.800515,0,"(2007, 6)",10,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T016,42.011601,-87.81150600000001,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T015,41.974089,-87.824812,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T015,41.974089,-87.824812,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-05,T009,41.981964000000005,-87.812827,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,64,47,56,48,51,9,0,417,1923,0.0,0.42,29.1,29.79,5.2,5,7.6,2007,5,Jun,0,0,0,0,1,0,0,0,0,23,64.0,71.0,77.0,0.31,0.32,0.21,1900-01-01 04:17:00,1900-01-01 19:23:00,15,15.0,15.0,15.0,74.47354810257994,78.00766416557157,68.25611970505065,62.079553251126654
2007-06-26,T150,42.006858,-87.675919,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T011,41.944869,-87.832763,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T011,41.944869,-87.832763,0,"(2007, 6)",4,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T142,41.953067,-87.776792,0,"(2007, 6)",4,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T001,41.953705,-87.733974,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T002,41.95469,-87.800991,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T002,41.95469,-87.800991,0,"(2007, 6)",4,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T002,41.95469,-87.800991,0,"(2007, 6)",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T146,41.958271,-87.702575,0,"(2007, 6)",6,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T220,41.963976,-87.69181,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T003,41.964242,-87.757639,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T025,41.979243,-87.750938,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T141,41.961743,-87.76007,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T141,41.961743,-87.76007,0,"(2007, 6)",3,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T028,41.986921,-87.689778,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T028,41.986921,-87.689778,0,"(2007, 6)",9,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T006,41.990284,-87.797127,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T006,41.990284,-87.797127,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T012,41.991429,-87.747113,0,"(2007, 6)",2,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T007,41.994991,-87.769279,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T007,41.994991,-87.769279,0,"(2007, 6)",4,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T143,41.999128999999996,-87.795585,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
2007-06-26,T143,41.999128999999996,-87.795585,0,"(2007, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,92,70,81,69,72,0,16,418,1931,0.0,0.16,29.39,30.11,6.1,22,7.1,2007,26,Jun,0,0,1,0,1,1,0,0,1,26,77.0,70.0,69.0,0.0,0.0,0.001,1900-01-01 04:18:00,1900-01-01 19:31:00,15,15.0,15.0,15.0,67.0328182313233,71.34839663111904,75.79574277990278,48.938775745593254
