Date,Trap,Latitude,Longitude,WnvPresent,year_month,NumMosquitos,station,carrier,jul,jun,may,oct,sep,species_pipiens,species_pipiens/restuans,species_restuans,species_salinarius,species_tarsalis,species_territans,species_unspecified_culex,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,year_y,day,month,drizzle,smoke,storm,snow,mist,rain,h_fog,fog,haze,week_y,tavg_lag_1,tavg_lag_3,tavg_lag_7,preciptotal_lag_1,preciptotal_lag_3,preciptotal_lag_7,sunrise_clean,sunset_clean,DaylightHrs,DaylightHrs_lag_1,DaylightHrs_lag_3,DaylightHrs_lag_7,relhum,relhum_lag_1,relhum_lag_3,relhum_lag_7
2013-06-07,T013,41.923738,-87.785288,0,"(2013, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-07,T236,41.994679,-87.770899,0,"(2013, 6)",6,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-07,T008,42.008314,-87.77792099999999,0,"(2013, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-07,T151,41.916265,-87.800515,0,"(2013, 6)",7,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-07,T233,42.009876,-87.807277,0,"(2013, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-07,T009,41.992478000000006,-87.862995,0,"(2013, 6)",5,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-07,T009,41.992478000000006,-87.862995,0,"(2013, 6)",11,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-07,T900,41.974689,-87.890615,0,"(2013, 6)",43,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-07,T900,41.974689,-87.890615,0,"(2013, 6)",59,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-07,T903,41.957799,-87.930995,0,"(2013, 6)",10,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-07,T903,41.957799,-87.930995,0,"(2013, 6)",22,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,68,52,60,45,52,5,0,417,1924,0.0,0.001,29.2,29.92,9.5,3,9.9,2013,7,Jun,0,0,0,0,0,0,0,0,0,23,60.0,66.0,56.0,0.06,0.001,0.0,1900-01-01 04:17:00,1900-01-01 19:24:00,15,15.0,15.0,15.0,57.60907414618021,64.51902096650731,48.4748495062278,54.86626654204934
2013-06-14,T018,42.010412,-87.66214000000001,0,"(2013, 6)",3,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T018,42.010412,-87.66214000000001,0,"(2013, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T011,41.944869,-87.832763,0,"(2013, 6)",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T228,41.951865999999995,-87.72505699999999,0,"(2013, 6)",4,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T228,41.951865999999995,-87.72505699999999,0,"(2013, 6)",39,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T002,41.95469,-87.800991,0,"(2013, 6)",51,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T002,41.95469,-87.800991,0,"(2013, 6)",263,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T220,41.963976,-87.69181,0,"(2013, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T003,41.964242,-87.757639,0,"(2013, 6)",3,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T223,41.973845000000004,-87.805059,0,"(2013, 6)",16,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T223,41.973845000000004,-87.805059,0,"(2013, 6)",13,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T027,41.984809000000006,-87.728492,0,"(2013, 6)",5,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T027,41.984809000000006,-87.728492,0,"(2013, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T231,41.98728,-87.666066,0,"(2013, 6)",2,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T028,41.986921,-87.689778,0,"(2013, 6)",4,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T028,41.986921,-87.689778,0,"(2013, 6)",28,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T017,41.960615999999995,-87.777189,0,"(2013, 6)",4,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T012,41.991429,-87.747113,0,"(2013, 6)",20,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T012,41.991429,-87.747113,0,"(2013, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T013,41.923738,-87.785288,0,"(2013, 6)",4,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T013,41.923738,-87.785288,0,"(2013, 6)",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T236,41.994679,-87.770899,0,"(2013, 6)",14,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T236,41.994679,-87.770899,0,"(2013, 6)",8,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T008,42.008314,-87.77792099999999,0,"(2013, 6)",35,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T151,41.916265,-87.800515,0,"(2013, 6)",9,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T151,41.916265,-87.800515,0,"(2013, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T233,42.009876,-87.807277,0,"(2013, 6)",17,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T233,42.009876,-87.807277,0,"(2013, 6)",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T009,41.992478000000006,-87.862995,0,"(2013, 6)",2,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T009,41.992478000000006,-87.862995,0,"(2013, 6)",32,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T900,41.974689,-87.890615,0,"(2013, 6)",112,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T900,41.974689,-87.890615,0,"(2013, 6)",304,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-14,T903,41.957799,-87.930995,0,"(2013, 6)",9,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,1,78,56,67,51,57,0,2,416,1928,0.0,0.0,29.34,30.05,6.6,6,7.9,2013,14,Jun,0,0,0,0,0,0,0,0,0,24,66.0,76.0,68.0,0.0,0.25,0.85,1900-01-01 04:16:00,1900-01-01 19:28:00,15,15.0,15.0,15.0,56.463226826800785,62.917804403716495,66.45658023136653,78.34362179948334
2013-06-21,T018,42.010412,-87.66214000000001,0,"(2013, 6)",2,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0,1,82,68,75,65,68,0,10,416,1930,0.01,0.79,29.34,30.04,7.4,19,9.5,2013,21,Jun,0,0,0,0,1,0,0,0,0,25,74.0,66.0,75.0,0.0,0.0,0.1,1900-01-01 04:16:00,1900-01-01 19:30:00,15,15.0,15.0,15.0,71.14141311571079,55.414418389786434,48.4748495062278,51.69356832472288
